ticket_id,subject,body,priority,department
TKT-10251,Request for invoice copy,Could you please send me a copy of my invoice for February? I need it for my expense report. Account AC-100027.,Low,Technical
TKT-10471,Request for invoice copy,Could you please send me a copy of my invoice for December? I need it for my expense report. Account AC-100048.,Medium,Billing
TKT-10473,Add team members,I need to add 25 new users to our Enterprise plan. Their email addresses are attached. Please confirm if this affects our pricing.,Medium,Account
TKT-11467,Mobile app sync issues,Changes made in the mobile app on Android 14 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 3.2.1.,Urgent,Technical
TKT-10212,Webhook delivery failures,We're not receiving webhooks at our endpoint since February 28. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,Low,Technical
TKT-10032,Cannot connect to API,Our integration is returning RATE_LIMIT_429 errors when calling the /v2/data endpoint. This started around 2:15 PM UTC today. API key is still valid. Please check server-side logs.,Low,Technical
TKT-11966,Following up,I contacted you last Friday about a problem but haven't heard back. My ticket was about wireless keyboard and charges on my account. Reference AC-100033.,Medium,Billing
TKT-11110,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every Monday morning. I can't find this option in the Professional plan. Is it available or do I need to upgrade?,Urgent,Product
TKT-11971,Following up,I contacted you March 10 about a problem but haven't heard back. My ticket was about docking station and charges on my account. Reference AC-100045.,Low,Billing
TKT-10136,Promo code not applied,I entered promo code ANNUAL30 during checkout but the discount wasn't applied. I was charged the full $12.99. Please adjust my bill.,Medium,Billing
TKT-11313,Add team members,I need to add 10 new users to our Professional plan. Their email addresses are attached. Please confirm if this affects our pricing.,Medium,Account
TKT-11346,Incorrect charge on my account,I noticed a charge of $99.95 on my last statement that I don't recognize. My account number is AC-100010. Please investigate and issue a refund if this is an error.,High,Billing
TKT-11131,Unexpected price increase,My monthly bill went from $99.95 to $129.95 without any prior notice. I'm on the Growth plan. Please explain this increase or revert it.,Urgent,Billing
TKT-10730,Suggestion for UI improvement,The current layout of the advanced analytics page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,Urgent,Product
TKT-11798,Charged for item I returned,I returned order #700108 on February 28 but I was charged $75.00 again. The docking station was sent back via wire transfer. Need a refund.,Urgent,Billing
TKT-11358,Change account owner,We need to transfer account ownership from admin@techfirm.io to team@retailco.com. Sarah Chen has left the company and James Park will be the new admin.,Medium,Account
TKT-10180,Onboarding guidance needed,We just signed up for the Starter plan with 5 users. Could you recommend the best way to onboard our team? We primarily need workflow automation and API rate limits.,Medium,Product
TKT-10491,Payment not reflected,I made a payment of $149.00 on last Monday via wire transfer but it still shows as outstanding on my account AC-100033. Can you confirm receipt?,Medium,Billing
TKT-11516,Incorrect charge on my account,I noticed a charge of $149.00 on my last statement that I don't recognize. My account number is AC-100023. Please investigate and issue a refund if this is an error.,Medium,Billing
TKT-10938,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account admin@techfirm.io. Please confirm when this is done and provide a confirmation reference.",High,Account
TKT-10331,Payment not reflected,I made a payment of $49.00 on last Friday via credit card but it still shows as outstanding on my account AC-100018. Can you confirm receipt?,Medium,Billing
TKT-11570,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 1,000,000-record dataset.",Low,Product
TKT-10798,Upgrade plan request,I'd like to upgrade from the Enterprise to the Business plan. We currently have 50 users and need the additional features. What's the process?,Low,Account
TKT-11037,Application crashes on startup,"After the latest update, the desktop app crashes immediately on launch. I'm running macOS Ventura version 3.2.1. Error code: TIMEOUT_408. I've tried reinstalling but the issue persists.",Urgent,Technical
TKT-10759,International shipping inquiry,I'm trying to place an order for delivery to Germany. Your website says shipping is unavailable for my region. Do you have plans to expand international shipping?,High,Technical
TKT-10187,Report generation timeout,"Generating the monthly summary report times out after 45 seconds. The report covers 500,000 records. This worked fine last month with similar data volume.",Medium,Technical
TKT-11716,Technical issue with billing portal,The billing page returns NULL_REF_500 on Safari. I can't view or download invoices for account AC-100040. This has been happening since last Monday.,Medium,Technical
TKT-11853,Wrong amount on subscription renewal,My Growth plan renewed at $79.00 instead of $199.50. I didn't authorize any changes. Account AC-100018. Also the dashboard shows the old plan features.,Medium,Billing
TKT-11946,Question about my account,"Hi, I have some questions about my Business plan. Can you explain the features and also why my bill is $75.00? Account admin@techfirm.io.",Medium,Account
TKT-10666,Billing cycle change request,Can I switch my billing cycle from monthly to annual? I'd like to take advantage of the yearly discount for the Enterprise plan.,Low,Billing
TKT-10047,Report generation timeout,"Generating the monthly summary report times out after 45 seconds. The report covers 50,000 records. This worked fine last month with similar data volume.",Medium,Technical
TKT-10838,Cancel my subscription,I need to cancel my Starter subscription effective March 1. Please confirm the cancellation and any remaining balance. Account holder: Sarah Chen.,Medium,Account
TKT-11360,Documentation unclear,The docs for the team collaboration API endpoint are missing examples for compliance reporting. I've spent 5 hours trying to figure out the correct request format. Can you provide a working example?,Low,Product
TKT-11031,Billing cycle change request,Can I switch my billing cycle from monthly to annual? I'd like to take advantage of the yearly discount for the Enterprise plan.,Medium,Billing
TKT-10284,Partial order received,Order #700143 was supposed to contain 5 items but only 3 arrived. Missing: USB-C hub. The packing slip shows all items were included.,Medium,Shipping
TKT-10460,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 250,000-record dataset.",Urgent,Product
TKT-11612,SSO login not working,Our team cannot log in via SSO since yesterday. We use Azure AD as our identity provider. Regular email/password login still works. Error message: 'SAML assertion expired'.,Low,Technical
TKT-10387,Webhook delivery failures,We're not receiving webhooks at our endpoint since yesterday. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,High,Technical
TKT-10841,Payment not reflected,I made a payment of $349.00 on March 10 via wire transfer but it still shows as outstanding on my account AC-100047. Can you confirm receipt?,Low,Billing
TKT-11047,Slow dashboard loading,"The analytics dashboard takes over 30 seconds to load. This happens in both Chrome and Chrome. Other pages load normally. Our dataset has about 500,000 rows.",High,Technical
TKT-11851,Wrong amount on subscription renewal,My Growth plan renewed at $249.50 instead of $149.00. I didn't authorize any changes. Account AC-100015. Also the dashboard shows the old plan features.,Medium,Billing
TKT-11319,Partial order received,Order #700101 was supposed to contain 3 items but only 3 arrived. Missing: wireless keyboard. The packing slip shows all items were included.,Medium,Shipping
TKT-10202,Data export failing,"When I try to export reports as CSV, the download starts but fails at about 60%. File size should be around 250MB. Using Firefox on macOS Sonoma.",Medium,Technical
TKT-11363,Reset my password,I've been locked out of my account (ops@startup.dev) after too many failed login attempts. The password reset email isn't arriving. Can you manually reset it?,Urgent,Account
TKT-11870,Shipping delay affecting our project,Order #700127 with USB-C hub was supposed to arrive March 1. Our team can't proceed without it. Can we get an updated ETA? Also considering canceling if delayed further.,Medium,Shipping
TKT-10685,Beta feature feedback,"I've been testing the new custom dashboards beta. Overall it's great, but I found 3 issues: the filter doesn't apply to grouped views, and export drops the last column.",Medium,Product
TKT-11886,Need to cancel and get refund,I want to cancel my Starter subscription and get a prorated refund for the remaining 5 days. Account ops@startup.dev. Please process ASAP.,Urgent,Account
TKT-10591,Payment not reflected,I made a payment of $199.50 on February 28 via PayPal but it still shows as outstanding on my account AC-100005. Can you confirm receipt?,High,Billing
TKT-10820,Documentation unclear,The docs for the advanced analytics API endpoint are missing examples for lead tracking. I've spent 5 hours trying to figure out the correct request format. Can you provide a working example?,High,Product
TKT-10364,Change shipping address,"I need to update the shipping address for order #700122 from Seattle to Boston. The order hasn't shipped yet. New address: 123 Main St, Suite 400.",Medium,Shipping
TKT-10322,Application crashes on startup,"After the latest update, the desktop app crashes immediately on launch. I'm running macOS Sonoma version 3.1.0. Error code: RATE_LIMIT_429. I've tried reinstalling but the issue persists.",Medium,Technical
TKT-11483,Permission issue for team member,User ops@startup.dev should have admin-level access but can only view dashboards. I've checked the role settings and they show 'Admin'. Please investigate.,Medium,Account
TKT-10587,Webhook delivery failures,We're not receiving webhooks at our endpoint since February 28. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,Medium,Technical
TKT-10951,Duplicate charge,I was charged twice for the same transaction on March 1. The duplicate charge is $149.00. Please refund the extra charge to my ACH.,Medium,Billing
TKT-11014,Request expedited shipping,Is it possible to upgrade order #700147 to expedited shipping? I need it by March 15. Happy to pay the difference.,Medium,Product
TKT-10828,Permission issue for team member,User jdoe@acmecorp.com should have admin-level access but can only view dashboards. I've checked the role settings and they show 'Admin'. Please investigate.,Low,Account
TKT-10462,Mobile app sync issues,Changes made in the mobile app on Android 13 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 4.0.0.,Medium,Technical
TKT-10804,Wrong item shipped,I ordered wireless keyboard but received phone charger instead. Order #700141. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-11257,Mobile app sync issues,Changes made in the mobile app on Android 13 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 4.1.2.,Urgent,Technical
TKT-11531,Unexpected price increase,My monthly bill went from $99.95 to $59.99 without any prior notice. I'm on the Professional plan. Please explain this increase or revert it.,Medium,Billing
TKT-10217,Report generation timeout,"Generating the monthly summary report times out after 30 seconds. The report covers 100,000 records. This worked fine last month with similar data volume.",High,Technical
TKT-10744,Change shipping address,"I need to update the shipping address for order #700103 from San Francisco to Los Angeles. The order hasn't shipped yet. New address: 456 Oak Ave, Floor 2.",Low,Shipping
TKT-11122,SSO login not working,Our team cannot log in via SSO since yesterday. We use OneLogin as our identity provider. Regular email/password login still works. Error message: 'User not found in directory'.,High,Technical
TKT-11506,Need to update payment method,I'd like to update the credit card on file for account AC-100027. My current card ending in 1234 has expired.,Medium,Billing
TKT-11862,Need to cancel and get refund,I want to cancel my Enterprise subscription and get a prorated refund for the remaining 14 days. Account maria.g@retailco.com. Please process ASAP.,High,Account
TKT-11525,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every bi-weekly. I can't find this option in the Growth plan. Is it available or do I need to upgrade?,Medium,Product
TKT-11641,Request for invoice copy,Could you please send me a copy of my invoice for October? I need it for my expense report. Account AC-100014.,Low,Billing
TKT-10837,Mobile app sync issues,Changes made in the mobile app on iOS 17 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 2.8.5.,High,Technical
TKT-11401,Promo code not applied,I entered promo code ANNUAL30 during checkout but the discount wasn't applied. I was charged the full $99.95. Please adjust my bill.,Medium,Billing
TKT-11431,Request for invoice copy,Could you please send me a copy of my invoice for June? I need it for my expense report. Account AC-100032.,High,Billing
TKT-11761,Charged for item I returned,I returned order #700140 on last Monday but I was charged $149.00 again. The laptop sleeve was sent back via wire transfer. Need a refund.,Medium,Billing
TKT-10593,Add team members,I need to add 10 new users to our Enterprise plan. Their email addresses are attached. Please confirm if this affects our pricing.,High,Account
TKT-10227,Slow dashboard loading,"The analytics dashboard takes over 90 seconds to load. This happens in both Chrome and Edge. Other pages load normally. Our dataset has about 1,000,000 rows.",Medium,Technical
TKT-11553,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account admin@techfirm.io. Please confirm when this is done and provide a confirmation reference.",Low,Account
TKT-10448,Account merger request,We have two separate accounts (admin@techfirm.io and backup@acmecorp.com) that need to be merged. The backup@acmecorp.com account was created by mistake. Please consolidate under maria.g@retailco.com.,Medium,Account
TKT-11741,Product feedback and bug report,"The new custom dashboards is great but it crashes when exporting to CSV on macOS Ventura. Error: AUTH_401. Also, it would be useful to add white-label options support.",Medium,Technical
TKT-11139,International shipping inquiry,I'm trying to place an order for delivery to Brazil. Your website says shipping is unavailable for my region. Do you have plans to expand international shipping?,High,Shipping
TKT-10253,Change account owner,We need to transfer account ownership from jdoe@acmecorp.com to cto@startup.dev. Maria Garcia has left the company and Miguel Torres will be the new admin.,Urgent,Billing
TKT-10776,Promo code not applied,I entered promo code WELCOME15 during checkout but the discount wasn't applied. I was charged the full $75.00. Please adjust my bill.,Urgent,Billing
TKT-11736,Product feedback and bug report,"The new advanced analytics is great but it crashes when exporting to CSV on Windows 11. Error: RATE_LIMIT_429. Also, it would be useful to add audit logging support.",Medium,Technical
TKT-10769,Request expedited shipping,Is it possible to upgrade order #700146 to expedited shipping? I need it by February 28. Happy to pay the difference.,Urgent,Shipping
TKT-10481,Promo code not applied,I entered promo code LOYALTY10 during checkout but the discount wasn't applied. I was charged the full $349.00. Please adjust my bill.,Low,Billing
TKT-11006,Promo code not applied,I entered promo code LOYALTY10 during checkout but the discount wasn't applied. I was charged the full $49.00. Please adjust my bill.,Medium,Billing
TKT-10582,Cannot connect to API,Our integration is returning NULL_REF_500 errors when calling the /v2/data endpoint. This started around 11:00 AM PST today. API key is still valid. Please check server-side logs.,High,Technical
TKT-10048,Upgrade plan request,I'd like to upgrade from the Starter to the Premium plan. We currently have 5 users and need the additional features. What's the process?,Urgent,Account
TKT-10851,Billing cycle change request,Can I switch my billing cycle from monthly to annual? I'd like to take advantage of the yearly discount for the Growth plan.,Medium,Billing
TKT-10884,Wrong item shipped,I ordered docking station but received HDMI cable instead. Order #700116. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-10721,Payment not reflected,I made a payment of $49.00 on last Friday via bank transfer but it still shows as outstanding on my account AC-100010. Can you confirm receipt?,Urgent,Shipping
TKT-10342,Webhook delivery failures,We're not receiving webhooks at our endpoint since last Friday. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,Low,Technical
TKT-10320,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every Monday morning. I can't find this option in the Business plan. Is it available or do I need to upgrade?,Medium,Product
TKT-10061,Duplicate charge,I was charged twice for the same transaction on last Friday. The duplicate charge is $75.00. Please refund the extra charge to my credit card.,Low,Billing
TKT-11455,Comparison with competitor,"I'm evaluating your product against Salesforce. Can you provide a comparison of features, especially around advanced analytics and white-label options? We're a 50-person company.",Urgent,Product
TKT-10925,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 1,000,000-record dataset.",Urgent,Product
TKT-10646,Billing cycle change request,Can I switch my billing cycle from monthly to annual? I'd like to take advantage of the yearly discount for the Starter plan.,Medium,Billing
TKT-10598,Upgrade plan request,I'd like to upgrade from the Starter to the Enterprise plan. We currently have 15 users and need the additional features. What's the process?,Urgent,Account
TKT-10623,Add team members,I need to add 5 new users to our Starter plan. Their email addresses are attached. Please confirm if this affects our pricing.,Medium,Account
TKT-11919,Urgent issue,Please call me back regarding my recent order and billing. Account ops@startup.dev. This needs immediate attention.,Low,Billing
TKT-11085,Onboarding guidance needed,We just signed up for the Enterprise plan with 5 users. Could you recommend the best way to onboard our team? We primarily need custom dashboards and white-label options.,Medium,Product
TKT-11951,Urgent issue,Please call me back regarding my recent order and billing. Account jdoe@acmecorp.com. This needs immediate attention.,Low,Billing
TKT-10171,Billing cycle change request,Can I switch my billing cycle from monthly to annual? I'd like to take advantage of the yearly discount for the Enterprise plan.,Urgent,Billing
TKT-11195,Integration with third-party tool,Do you support integration with Zapier? We use it heavily for compliance reporting and having a native connector would save us hours of manual data transfer each Monday morning.,High,Product
TKT-10997,Mobile app sync issues,Changes made in the mobile app on Android 14 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 4.0.0.,High,Technical
TKT-11697,Application crashes on startup,"After the latest update, the desktop app crashes immediately on launch. I'm running macOS Ventura version 4.1.2. Error code: TIMEOUT_408. I've tried reinstalling but the issue persists.",High,Technical
TKT-10067,SSO login not working,Our team cannot log in via SSO since last Monday. We use Google Workspace as our identity provider. Regular email/password login still works. Error message: 'SAML assertion expired'.,High,Technical
TKT-11576,Duplicate charge,I was charged twice for the same transaction on yesterday. The duplicate charge is $12.99. Please refund the extra charge to my bank transfer.,Medium,Billing
TKT-10524,Return shipping label needed,I'd like to return order #700141 (docking station). It doesn't fit our requirements. Could you please email a prepaid return label to admin@techfirm.io?,Medium,Shipping
TKT-10799,Request expedited shipping,Is it possible to upgrade order #700133 to expedited shipping? I need it by last Monday. Happy to pay the difference.,Medium,Shipping
TKT-10349,Request expedited shipping,Is it possible to upgrade order #700115 to expedited shipping? I need it by March 15. Happy to pay the difference.,Low,Shipping
TKT-11091,Duplicate charge,I was charged twice for the same transaction on March 15. The duplicate charge is $12.99. Please refund the extra charge to my wire transfer.,Urgent,Billing
TKT-11458,Reset my password,I've been locked out of my account (jdoe@acmecorp.com) after too many failed login attempts. The password reset email isn't arriving. Can you manually reset it?,Urgent,Account
TKT-11022,Slow dashboard loading,"The analytics dashboard takes over 120 seconds to load. This happens in both Firefox and Edge. Other pages load normally. Our dataset has about 1,000,000 rows.",Medium,Technical
TKT-10947,Application crashes on startup,"After the latest update, the desktop app crashes immediately on launch. I'm running macOS Ventura version 4.1.2. Error code: ERR_502. I've tried reinstalling but the issue persists.",Medium,Technical
TKT-10311,Need to update payment method,I'd like to update the credit card on file for account AC-100035. My current card ending in 4242 has expired.,High,Billing
TKT-10911,Duplicate charge,I was charged twice for the same transaction on February 28. The duplicate charge is $349.00. Please refund the extra charge to my wire transfer.,Medium,Billing
TKT-11777,Need to cancel and get refund,I want to cancel my Enterprise subscription and get a prorated refund for the remaining 14 days. Account admin@techfirm.io. Please process ASAP.,Medium,Account
TKT-10655,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 100,000-record dataset.",High,Product
TKT-10698,Upgrade plan request,I'd like to upgrade from the Enterprise to the Premium plan. We currently have 10 users and need the additional features. What's the process?,Low,Account
TKT-10703,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account admin@techfirm.io. Please confirm when this is done and provide a confirmation reference.",High,Account
TKT-11276,Incorrect charge on my account,I noticed a charge of $75.00 on my last statement that I don't recognize. My account number is AC-100005. Please investigate and issue a refund if this is an error.,Urgent,Billing
TKT-10975,Integration with third-party tool,Do you support integration with Zapier? We use it heavily for customer onboarding and having a native connector would save us hours of manual data transfer each daily.,Medium,Product
TKT-10797,Slow dashboard loading,"The analytics dashboard takes over 90 seconds to load. This happens in both Chrome and Firefox. Other pages load normally. Our dataset has about 250,000 rows.",Low,Technical
TKT-11950,Need help,I have an issue with my account AC-100042. Something isn't working right. Can someone look into it?,High,Account
TKT-10674,Request expedited shipping,Is it possible to upgrade order #700103 to expedited shipping? I need it by last Friday. Happy to pay the difference.,Medium,Shipping
TKT-10862,Report generation timeout,"Generating the monthly summary report times out after 45 seconds. The report covers 250,000 records. This worked fine last month with similar data volume.",High,Account
TKT-11574,Request expedited shipping,Is it possible to upgrade order #700147 to expedited shipping? I need it by yesterday. Happy to pay the difference.,Urgent,Shipping
TKT-10590,Comparison with competitor,"I'm evaluating your product against HubSpot. Can you provide a comparison of features, especially around team collaboration and role-based access? We're a 500-person company.",Medium,Product
TKT-10131,Need to update payment method,I'd like to update the credit card on file for account AC-100040. My current card ending in 9012 has expired.,High,Billing
TKT-10453,Reset my password,I've been locked out of my account (ops@startup.dev) after too many failed login attempts. The password reset email isn't arriving. Can you manually reset it?,Medium,Account
TKT-11747,Product feedback and bug report,"The new team collaboration is great but it crashes when exporting to CSV on Windows 11. Error: RATE_LIMIT_429. Also, it would be useful to add audit logging support.",Medium,Technical
TKT-10038,Cancel my subscription,I need to cancel my Growth subscription effective last Monday. Please confirm the cancellation and any remaining balance. Account holder: John Doe.,Low,Account
TKT-10461,Billing cycle change request,Can I switch my billing cycle from monthly to annual? I'd like to take advantage of the yearly discount for the Growth plan.,Medium,Billing
TKT-10454,Order not received,My order #700115 was supposed to arrive by March 10 but I still haven't received it. Tracking number 1Z9999925 shows it's been in transit for 14 days.,Medium,Shipping
TKT-10199,Order not received,My order #700102 was supposed to arrive by yesterday but I still haven't received it. Tracking number 1Z9999903 shows it's been in transit for 10 days.,Medium,Shipping
TKT-11334,Partial order received,Order #700105 was supposed to contain 3 items but only 1 arrived. Missing: USB-C hub. The packing slip shows all items were included.,Urgent,Shipping
TKT-11830,Wrong amount on subscription renewal,My Professional plan renewed at $59.99 instead of $12.99. I didn't authorize any changes. Account AC-100032. Also the dashboard shows the old plan features.,Low,Billing
TKT-11565,Beta feature feedback,"I've been testing the new team collaboration beta. Overall it's great, but I found 4 issues: the filter doesn't apply to grouped views, and export drops the last column.",Medium,Product
TKT-11504,Wrong item shipped,I ordered laptop sleeve but received mouse pad instead. Order #700144. I need the correct item sent and a return label for the wrong one.,High,Shipping
TKT-10266,Request for invoice copy,Could you please send me a copy of my invoice for June? I need it for my expense report. Account AC-100027.,Low,Billing
TKT-10849,Damaged package,My order #700145 arrived with significant damage to the packaging and the USB-C hub inside is broken. I've attached photos. Please send a replacement.,Medium,Shipping
TKT-10039,Order not received,My order #700114 was supposed to arrive by March 15 but I still haven't received it. Tracking number 1Z9999902 shows it's been in transit for 10 days.,Low,Technical
TKT-11466,Billing cycle change request,Can I switch my billing cycle from monthly to annual? I'd like to take advantage of the yearly discount for the Business plan.,Urgent,Billing
TKT-10834,Wrong item shipped,I ordered wireless keyboard but received HDMI cable instead. Order #700100. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-11350,Integration with third-party tool,Do you support integration with Jira? We use it heavily for lead tracking and having a native connector would save us hours of manual data transfer each weekly.,High,Product
TKT-11499,Wrong item shipped,I ordered monitor stand but received mouse pad instead. Order #700121. I need the correct item sent and a return label for the wrong one.,Low,Shipping
TKT-11449,Wrong item shipped,I ordered laptop sleeve but received mouse pad instead. Order #700104. I need the correct item sent and a return label for the wrong one.,Low,Shipping
TKT-10372,Report generation timeout,"Generating the monthly summary report times out after 45 seconds. The report covers 250,000 records. This worked fine last month with similar data volume.",High,Technical
TKT-10817,Mobile app sync issues,Changes made in the mobile app on iOS 16 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 4.1.2.,Low,Technical
TKT-10094,Request expedited shipping,Is it possible to upgrade order #700132 to expedited shipping? I need it by yesterday. Happy to pay the difference.,Low,Shipping
TKT-11568,Change account owner,We need to transfer account ownership from jdoe@acmecorp.com to backup@acmecorp.com. Maria Garcia has left the company and Miguel Torres will be the new admin.,Medium,Account
TKT-10567,Report generation timeout,"Generating the monthly summary report times out after 120 seconds. The report covers 1,000,000 records. This worked fine last month with similar data volume.",Low,Technical
TKT-11660,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 250,000-record dataset.",Urgent,Product
TKT-11196,Duplicate charge,I was charged twice for the same transaction on yesterday. The duplicate charge is $29.99. Please refund the extra charge to my bank transfer.,Medium,Billing
TKT-11356,Incorrect charge on my account,I noticed a charge of $29.99 on my last statement that I don't recognize. My account number is AC-100017. Please investigate and issue a refund if this is an error.,Low,Billing
TKT-10441,Duplicate charge,I was charged twice for the same transaction on March 10. The duplicate charge is $12.99. Please refund the extra charge to my PayPal.,High,Billing
TKT-10969,Partial order received,Order #700125 was supposed to contain 3 items but only 3 arrived. Missing: USB-C hub. The packing slip shows all items were included.,Medium,Shipping
TKT-11770,Need to cancel and get refund,I want to cancel my Business subscription and get a prorated refund for the remaining 7 days. Account ops@startup.dev. Please process ASAP.,Urgent,Account
TKT-10101,Promo code not applied,I entered promo code ANNUAL30 during checkout but the discount wasn't applied. I was charged the full $75.00. Please adjust my bill.,Urgent,Billing
TKT-11193,Permission issue for team member,User ops@startup.dev should have admin-level access but can only view dashboards. I've checked the role settings and they show 'Admin'. Please investigate.,High,Account
TKT-11105,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every Monday morning. I can't find this option in the Enterprise plan. Is it available or do I need to upgrade?,Medium,Product
TKT-11053,Upgrade plan request,I'd like to upgrade from the Professional to the Business plan. We currently have 25 users and need the additional features. What's the process?,Low,Account
TKT-11415,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every weekly. I can't find this option in the Enterprise plan. Is it available or do I need to upgrade?,High,Product
TKT-11789,Technical issue with billing portal,The billing page returns TIMEOUT_408 on Firefox. I can't view or download invoices for account AC-100048. This has been happening since two days ago.,Low,Technical
TKT-10393,Reset my password,I've been locked out of my account (maria.g@retailco.com) after too many failed login attempts. The password reset email isn't arriving. Can you manually reset it?,Medium,Account
TKT-11537,Application crashes on startup,"After the latest update, the desktop app crashes immediately on launch. I'm running Windows 11 version 4.0.0. Error code: AUTH_401. I've tried reinstalling but the issue persists.",Medium,Technical
TKT-10888,Upgrade plan request,I'd like to upgrade from the Business to the Premium plan. We currently have 5 users and need the additional features. What's the process?,Medium,Account
TKT-10163,Account merger request,We have two separate accounts (maria.g@retailco.com and jsmith@techfirm.io) that need to be merged. The backup@acmecorp.com account was created by mistake. Please consolidate under jdoe@acmecorp.com.,Low,Account
TKT-10527,Data export failing,"When I try to export reports as CSV, the download starts but fails at about 60%. File size should be around 120MB. Using Edge on Ubuntu 22.04.",High,Technical
TKT-10377,Slow dashboard loading,"The analytics dashboard takes over 60 seconds to load. This happens in both Safari and Safari. Other pages load normally. Our dataset has about 100,000 rows.",Medium,Technical
TKT-10046,Promo code not applied,I entered promo code WELCOME15 during checkout but the discount wasn't applied. I was charged the full $12.99. Please adjust my bill.,Low,Product
TKT-11391,Incorrect charge on my account,I noticed a charge of $149.00 on my last statement that I don't recognize. My account number is AC-100033. Please investigate and issue a refund if this is an error.,High,Billing
TKT-11265,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every daily. I can't find this option in the Growth plan. Is it available or do I need to upgrade?,Medium,Product
TKT-11301,Promo code not applied,I entered promo code SPRING25 during checkout but the discount wasn't applied. I was charged the full $49.00. Please adjust my bill.,Low,Billing
TKT-11224,Change shipping address,"I need to update the shipping address for order #700145 from Seattle to Los Angeles. The order hasn't shipped yet. New address: 456 Oak Ave, Floor 2.",Medium,Shipping
TKT-10162,Data export failing,"When I try to export reports as CSV, the download starts but fails at about 60%. File size should be around 250MB. Using Chrome on macOS Ventura.",Medium,Technical
TKT-11050,Suggestion for UI improvement,The current layout of the custom dashboards page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,Medium,Product
TKT-10783,Cancel my subscription,I need to cancel my Business subscription effective March 10. Please confirm the cancellation and any remaining balance. Account holder: Maria Garcia.,High,Account
TKT-11278,Account merger request,We have two separate accounts (admin@techfirm.io and team@retailco.com) that need to be merged. The backup@acmecorp.com account was created by mistake. Please consolidate under maria.g@retailco.com.,High,Account
TKT-11730,"Shipped to wrong address, need rebill",Order #700145 went to Seattle instead of Denver. I need it reshipped and the extra charge on my credit card reversed. Account AC-100012.,Urgent,Shipping
TKT-11614,Order not received,My order #700125 was supposed to arrive by March 15 but I still haven't received it. Tracking number 1Z9999900 shows it's been in transit for 7 days.,High,Shipping
TKT-11611,Duplicate charge,I was charged twice for the same transaction on yesterday. The duplicate charge is $349.00. Please refund the extra charge to my ACH.,High,Billing
TKT-10669,Partial order received,Order #700103 was supposed to contain 3 items but only 3 arrived. Missing: laptop sleeve. The packing slip shows all items were included.,Low,Shipping
TKT-10157,Application crashes on startup,"After the latest update, the desktop app crashes immediately on launch. I'm running macOS Ventura version 3.2.1. Error code: TIMEOUT_408. I've tried reinstalling but the issue persists.",High,Technical
TKT-10084,International shipping inquiry,I'm trying to place an order for delivery to Germany. Your website says shipping is unavailable for my region. Do you have plans to expand international shipping?,Medium,Shipping
TKT-11194,Damaged package,My order #700130 arrived with significant damage to the packaging and the USB-C hub inside is broken. I've attached photos. Please send a replacement.,High,Shipping
TKT-11166,Promo code not applied,I entered promo code ANNUAL30 during checkout but the discount wasn't applied. I was charged the full $29.99. Please adjust my bill.,High,Billing
TKT-11073,Upgrade plan request,I'd like to upgrade from the Enterprise to the Professional plan. We currently have 15 users and need the additional features. What's the process?,Medium,Account
TKT-10500,Comparison with competitor,"I'm evaluating your product against Salesforce. Can you provide a comparison of features, especially around custom dashboards and API rate limits? We're a 50-person company.",High,Product
